Date,Day,EmpID, Sales 
01/02/2023,Wednesday,1001,520
01/02/2023,Wednesday,1003,440
01/02/2023,Wednesday,1015,815
01/02/2023,Wednesday,1013,785
01/02/2023,Wednesday,1014,710
04/02/2023,Saturday,1001,760
04/02/2023,Saturday,1002,610
04/02/2023,Saturday,1003,695
05/02/2023,Sunday,1001,250
05/02/2023,Sunday,1002,240
05/02/2023,Sunday,1003,270
05/02/2023,Sunday,1006,230
06/02/2023,Monday,1001,535
06/02/2023,Monday,1002,700
06/02/2023,Monday,1003,600
06/02/2023,Monday,1006,590
07/02/2023,Tuesday,1001,765
07/02/2023,Tuesday,1003,930
07/02/2023,Tuesday,1006,680
07/02/2023,Tuesday,1002,815
07/02/2023,Tuesday,1010,555
07/02/2023,Tuesday,1009,645
08/02/2023,Wednesday,1001,270
08/02/2023,Wednesday,1002,420
08/02/2023,Wednesday,1003,325
08/02/2023,Wednesday,1012,195
08/02/2023,Wednesday,1010,530
08/02/2023,Wednesday,1009,380
08/02/2023,Wednesday,1011,445
09/02/2023,Thursday,1001,300
09/02/2023,Thursday,1002,455
09/02/2023,Thursday,1003,405
09/02/2023,Thursday,1012,465
09/02/2023,Thursday,1011,440
09/02/2023,Thursday,1009,480
09/02/2023,Thursday,1010,485
09/02/2023,Thursday,1013,570
10/02/2023,Friday,1001,525
10/02/2023,Friday,1002,430
10/02/2023,Friday,1003,340
10/02/2023,Friday,1012,550
10/02/2023,Friday,1011,645
10/02/2023,Friday,1009,500
10/02/2023,Friday,1010,595
10/02/2023,Friday,1013,555
11/02/2023,Saturday,1001,200
11/02/2023,Saturday,1002, -   
11/02/2023,Saturday,1003,140
11/02/2023,Saturday,1012,420
11/02/2023,Saturday,1011,300
11/02/2023,Saturday,1013,490
11/02/2023,Saturday,1001,315
12/02/2023,Sunday,1001,360
12/02/2023,Sunday,1003,140
12/02/2023,Sunday,1012,590
12/02/2023,Sunday,1013,690
12/02/2023,Sunday,1014, -   
12/02/2023,Sunday,1015,420
01/03/2023,Wednesday,1001,520
01/03/2023,Wednesday,1003,600
01/03/2023,Wednesday,1015,790
01/03/2023,Wednesday,1013,660
01/03/2023,Wednesday,1014,800
04/03/2023,Saturday,1001,765
04/03/2023,Saturday,1002,380
04/03/2023,Saturday,1003,430
05/03/2023,Sunday,1001,485
05/03/2023,Sunday,1002,540
05/03/2023,Sunday,1003,470
05/03/2023,Sunday,1006,635
06/03/2023,Monday,1001,"1,100.00"
06/03/2023,Monday,1003,50
06/03/2023,Monday,1006, -   
06/03/2023,Monday,1002,780
06/03/2023,Monday,1009,525
06/03/2023,Monday,1010,590
07/03/2023,Tuesday,1001,850
07/03/2023,Tuesday,1002,635
07/03/2023,Tuesday,1003,685
07/03/2023,Tuesday,1006,670
07/03/2023,Tuesday,1010,625
07/03/2023,Tuesday,1009,470
08/03/2023,Wednesday,1001,550
08/03/2023,Wednesday,1002,150
08/03/2023,Wednesday,1003,400
08/03/2023,Wednesday,1012,370
08/03/2023,Wednesday,1010,510
08/03/2023,Wednesday,1009,635
08/03/2023,Wednesday,1011,500
09/03/2023,Thursday,1001,340
09/03/2023,Thursday,1002,275
09/03/2023,Thursday,1003,320
09/03/2023,Thursday,1012,660
09/03/2023,Thursday,1011,540
09/03/2023,Thursday,1009,450
09/03/2023,Thursday,1010,500
09/03/2023,Thursday,1013,635
10/03/2023,Friday,1001, -   
10/03/2023,Friday,1002,385
10/03/2023,Friday,1003,265
10/03/2023,Friday,1012,475
10/03/2023,Friday,1011,595
10/03/2023,Friday,1009,555
10/03/2023,Friday,1010,435
10/03/2023,Friday,1013,555
11/03/2023,Saturday,1002,480
11/03/2023,Saturday,1003, -   
11/03/2023,Saturday,1012,570
11/03/2023,Saturday,1011,720
11/03/2023,Saturday,1013,720
12/03/2023,Sunday,1001,360
12/03/2023,Sunday,1003,350
12/03/2023,Sunday,1012,385
12/03/2023,Sunday,1013,535
12/03/2023,Sunday,1014,360
12/03/2023,Sunday,1015,290
13/03/2023,Monday,1001,80
13/03/2023,Monday,1002,230
13/03/2023,Monday,1003,230
14/03/2023,Tuesday,1001,435
14/03/2023,Tuesday,1002,315
14/03/2023,Tuesday,1003,230
14/03/2023,Tuesday,1004,200
15/03/2023,Wednesday,1001,415
15/03/2023,Wednesday,1002,415
15/03/2023,Wednesday,1003,250
16/03/2023,Thursday,1001,425
16/03/2023,Thursday,1002,385
16/03/2023,Thursday,1003,250
17/03/2023,Friday,1001,440
17/03/2023,Friday,1002,350
17/03/2023,Friday,1003,280
18/03/2023,Saturday,1001,435
18/03/2023,Saturday,1002,320
18/03/2023,Saturday,1003,365
19/03/2023,Sunday,1001,510
19/03/2023,Sunday,1002,410
19/03/2023,Sunday,1003,390
20/03/2023,Monday,1001,495
20/03/2023,Monday,1002,300
20/03/2023,Monday,1003,150
21/03/2023,Tuesday,1001,325
21/03/2023,Tuesday,1002,350
21/03/2023,Tuesday,1003,250
22/03/2023,Wednesday,1001,365
22/03/2023,Wednesday,1002,255
22/03/2023,Wednesday,1003,50
23/03/2023,Thursday,1001,200
23/03/2023,Thursday,1002,300
23/03/2023,Thursday,1003,175
24/03/2023,Friday,1001,645
24/03/2023,Friday,1002, -   
24/03/2023,Friday,1003,565
25/03/2023,Saturday,1001,440
25/03/2023,Saturday,1002,350
25/03/2023,Saturday,1003,520
26/03/2023,Sunday,1001,795
26/03/2023,Sunday,1002,550
26/03/2023,Sunday,1003,725
27/03/2023,Monday,1001,915
27/03/2023,Monday,1002,630
27/03/2023,Monday,1003,790
28/03/2023,Tuesday,1001,"1,105.00"
28/03/2023,Tuesday,1002,900
28/03/2023,Tuesday,1003,825
29/03/2023,Wednesday,1001,"1,130.00"
29/03/2023,Wednesday,1002,970
01/04/2023,Saturday,1001,670
01/04/2023,Saturday,1003,485
01/04/2023,Saturday,1015,645
01/04/2023,Saturday,1013,685
01/04/2023,Saturday,1014,505
04/04/2023,Tuesday,1001,840
04/04/2023,Tuesday,1003,785
05/04/2023,Wednesday,1001,560
05/04/2023,Wednesday,1002,625
05/04/2023,Wednesday,1003,690
05/04/2023,Wednesday,1006,575
06/04/2023,Thursday,1001,770
06/04/2023,Thursday,1003,265
06/04/2023,Thursday,1006, -   
06/04/2023,Thursday,1002,575
06/04/2023,Thursday,1010,495
07/04/2023,Friday,1001,480
07/04/2023,Friday,1002,410
07/04/2023,Friday,1003,340
07/04/2023,Friday,1006,365
07/04/2023,Friday,1010,215
07/04/2023,Friday,1009, -   
08/04/2023,Saturday,1001,760
08/04/2023,Saturday,1002,495
08/04/2023,Saturday,1003, -   
08/04/2023,Saturday,1012,535
08/04/2023,Saturday,1010, -   
08/04/2023,Saturday,1009,580
08/04/2023,Saturday,1011,905
09/04/2023,Sunday,1001,285
09/04/2023,Sunday,1002,360
09/04/2023,Sunday,1003,380
09/04/2023,Sunday,1012,665
09/04/2023,Sunday,1011,390
09/04/2023,Sunday,1009,460
09/04/2023,Sunday,1010,425
09/04/2023,Sunday,1013,420
10/04/2023,Monday,1001,380
10/04/2023,Monday,1002,435
10/04/2023,Monday,1003,385
10/04/2023,Monday,1012,525
10/04/2023,Monday,1011,475
10/04/2023,Monday,1009,565
10/04/2023,Monday,1010,380
10/04/2023,Monday,1013,435
11/04/2023,Tuesday,1001,150
11/04/2023,Tuesday,1002,130
11/04/2023,Tuesday,1003,200
11/04/2023,Tuesday,1012,140
11/04/2023,Tuesday,1011,200
11/04/2023,Tuesday,1013,120
12/04/2023,Wednesday,1001,670
12/04/2023,Wednesday,1003,585
12/04/2023,Wednesday,1012,410
12/04/2023,Wednesday,1013,475
12/04/2023,Wednesday,1014,400
12/04/2023,Wednesday,1015,435
13/04/2023,Thursday,1001,510
13/04/2023,Thursday,1005,315
13/04/2023,Thursday,1003,250
14/04/2023,Friday,1001,290
14/04/2023,Friday,1002,200
14/04/2023,Friday,1005,300
15/04/2023,Saturday,1001,120
15/04/2023,Saturday,1002,500
15/04/2023,Saturday,1003,300
15/04/2023,Saturday,1005,520
16/04/2023,Sunday,1001,329
16/04/2023,Sunday,1002,375
16/04/2023,Sunday,1003,200
16/04/2023,Sunday,1005,300
17/04/2023,Monday,1001,465
17/04/2023,Monday,1002,575
17/04/2023,Monday,1003,565
17/04/2023,Monday,1005,660
18/04/2023,Tuesday,1001,225
18/04/2023,Tuesday,1002,230
18/04/2023,Tuesday,1003,315
18/04/2023,Tuesday,1005,215
19/04/2023,Wednesday,1001,315
19/04/2023,Wednesday,1002,365
19/04/2023,Wednesday,1003,460
19/04/2023,Wednesday,1005,200
20/04/2023,Thursday,1001,100
20/04/2023,Thursday,1002,350
20/04/2023,Thursday,1003,300
20/04/2023,Thursday,1006,400
21/04/2023,Friday,1001,240
21/04/2023,Friday,1002,175
21/04/2023,Friday,1003, -   
21/04/2023,Friday,1006,460
22/04/2023,Saturday,1001,255
22/04/2023,Saturday,1002, -   
22/04/2023,Saturday,1003,390
22/04/2023,Saturday,1006,350
23/04/2023,Sunday,1001,290
23/04/2023,Sunday,1002,200
23/04/2023,Sunday,1003,200
23/04/2023,Sunday,1006, -   
24/04/2023,Monday,1001,330
24/04/2023,Monday,1002,330
24/04/2023,Monday,1003,270
24/04/2023,Monday,1006,425
25/04/2023,Tuesday,1001,610
25/04/2023,Tuesday,1002,300
25/04/2023,Tuesday,1003,400
25/04/2023,Tuesday,1006,450
26/04/2023,Wednesday,1001,315
26/04/2023,Wednesday,1002,275
26/04/2023,Wednesday,1003,175
26/04/2023,Wednesday,1006,260
27/04/2023,Thursday,1001,845
27/04/2023,Thursday,1002,655
27/04/2023,Thursday,1003,845
27/04/2023,Thursday,1006,935
28/04/2023,Friday,1001,800
28/04/2023,Friday,1002,590
28/04/2023,Friday,1003, -   
28/04/2023,Friday,1006,815
29/04/2023,Saturday,1001,435
29/04/2023,Saturday,1002,550
29/04/2023,Saturday,1003,405
29/04/2023,Saturday,1006,740
30/04/2023,Sunday,1001,650
30/04/2023,Sunday,1002,755
30/04/2023,Sunday,1003,775
30/04/2023,Sunday,1006,125
01/05/2023,Monday,1001,660
01/05/2023,Monday,1003, -   
01/05/2023,Monday,1015,810
01/05/2023,Monday,1013,800
01/05/2023,Monday,1014,785
04/05/2023,Thursday,1001,810
04/05/2023,Thursday,1002,460
04/05/2023,Thursday,1003,570
05/05/2023,Friday,1001,815
05/05/2023,Friday,1002,705
05/05/2023,Friday,1003, -   
05/05/2023,Friday,1006,815
06/05/2023,Saturday,1001,920
06/05/2023,Saturday,1003,740
06/05/2023,Saturday,1006, -   
06/05/2023,Saturday,1002,810
06/05/2023,Saturday,1010,240
07/05/2023,Sunday,1001,525
07/05/2023,Sunday,1002,495
07/05/2023,Sunday,1003,465
07/05/2023,Sunday,1006,515
07/05/2023,Sunday,1010,305
07/05/2023,Sunday,1009,480
08/05/2023,Monday,1001,910
08/05/2023,Monday,1002,610
08/05/2023,Monday,1003,630
08/05/2023,Monday,1012,670
08/05/2023,Monday,1010,340
08/05/2023,Monday,1009,595
08/05/2023,Monday,1011,525
09/05/2023,Tuesday,1001, -   
09/05/2023,Tuesday,1002,345
09/05/2023,Tuesday,1003,555
09/05/2023,Tuesday,1012,585
09/05/2023,Tuesday,1011,585
09/05/2023,Tuesday,1009,665
09/05/2023,Tuesday,1010,575
09/05/2023,Tuesday,1013,670
10/05/2023,Wednesday,1001,305
10/05/2023,Wednesday,1002, -   
10/05/2023,Wednesday,1003,335
10/05/2023,Wednesday,1012,425
10/05/2023,Wednesday,1011,405
10/05/2023,Wednesday,1009,405
10/05/2023,Wednesday,1010,335
10/05/2023,Wednesday,1013,465
11/05/2023,Thursday,1001,490
11/05/2023,Thursday,1002,380
11/05/2023,Thursday,1003,230
11/05/2023,Thursday,1012,540
11/05/2023,Thursday,1011,410
11/05/2023,Thursday,1013,440
12/05/2023,Friday,1001, -   
12/05/2023,Friday,1003,360
12/05/2023,Friday,1012,540
12/05/2023,Friday,1013,590
12/05/2023,Friday,1014,590
12/05/2023,Friday,1015,520
13/05/2023,Saturday,1001,390
13/05/2023,Saturday,1002,410
13/05/2023,Saturday,1003,395
13/05/2023,Saturday,1006,355
13/05/2023,Saturday,1001,770
14/05/2023,Sunday,1002,550
14/05/2023,Sunday,1003,500
14/05/2023,Sunday,1006, -   
14/05/2023,Sunday,1001,275
15/05/2023,Monday,1002,410
15/05/2023,Monday,1003,280
15/05/2023,Monday,1006,465
15/05/2023,Monday,1001,575
16/05/2023,Tuesday,1002,470
16/05/2023,Tuesday,1003,400
16/05/2023,Tuesday,1006,685
16/05/2023,Tuesday,1001,440
17/05/2023,Wednesday,1002,330
17/05/2023,Wednesday,1003,330
17/05/2023,Wednesday,1006,550
18/05/2023,Thursday,1001,490
18/05/2023,Thursday,1002, -   
18/05/2023,Thursday,1003,515
18/05/2023,Thursday,1006,505
19/05/2023,Friday,1001,290
19/05/2023,Friday,1002,490
19/05/2023,Friday,1003, -   
19/05/2023,Friday,1006,275
19/05/2023,Friday,1007,150
20/05/2023,Saturday,1001,210
20/05/2023,Saturday,1002,290
20/05/2023,Saturday,1003,100
20/05/2023,Saturday,1006,255
20/05/2023,Saturday,1007,270
21/05/2023,Sunday,1001,540
21/05/2023,Sunday,1002,545
21/05/2023,Sunday,1003,380
21/05/2023,Sunday,1006, -   
21/05/2023,Sunday,1007,495
22/05/2023,Monday,1001,260
22/05/2023,Monday,1002,300
22/05/2023,Monday,1003,325
22/05/2023,Monday,1006,235
22/05/2023,Monday,1007,285
23/05/2023,Tuesday,1001,400
23/05/2023,Tuesday,1002,475
23/05/2023,Tuesday,1003,350
23/05/2023,Tuesday,1006,615
23/05/2023,Tuesday,1007,570
24/05/2023,Wednesday,1001, -   
24/05/2023,Wednesday,1002,505
24/05/2023,Wednesday,1003,150
24/05/2023,Wednesday,1006,405
24/05/2023,Wednesday,1007,395
25/05/2023,Thursday,1001,395
25/05/2023,Thursday,1002, -   
25/05/2023,Thursday,1003,405
25/05/2023,Thursday,1006,355
25/05/2023,Thursday,1007,425
26/05/2023,Friday,1001,590
26/05/2023,Friday,1002,780
26/05/2023,Friday,1003,730
26/05/2023,Friday,1006,710
26/05/2023,Friday,1007,630
27/05/2023,Saturday,1001,495
27/05/2023,Saturday,1002,380
27/05/2023,Saturday,1003,470
27/05/2023,Saturday,1006,690
27/05/2023,Saturday,1007,740
28/05/2023,Sunday,1001,635
28/05/2023,Sunday,1002,675
28/05/2023,Sunday,1003,730
28/05/2023,Sunday,1006,645
28/05/2023,Sunday,1007,920
29/05/2023,Monday,1008,100
29/05/2023,Monday,1001,975
29/05/2023,Monday,1002,625
29/05/2023,Monday,1003,765
29/05/2023,Monday,1006,340
29/05/2023,Monday,1007,690
30/05/2023,Tuesday,1001,550
30/05/2023,Tuesday,1002,405
30/05/2023,Tuesday,1003,460
30/05/2023,Tuesday,1006,415
30/05/2023,Tuesday,1007,435
31/05/2023,Wednesday,1001,415
31/05/2023,Wednesday,1002,350
31/05/2023,Wednesday,1003,350
31/05/2023,Wednesday,1006,385
31/05/2023,Wednesday,1007,495
01/06/2023,Thursday,1001,570
01/06/2023,Thursday,1003,670
01/06/2023,Thursday,1015,720
01/06/2023,Thursday,1013,775
01/06/2023,Thursday,1014,675
04/06/2023,Sunday,1001,589
04/06/2023,Sunday,1002,255
04/06/2023,Sunday,1003,250
05/06/2023,Monday,1001,380
05/06/2023,Monday,1002, -   
05/06/2023,Monday,1003,390
05/06/2023,Monday,1006,440
07/06/2023,Wednesday,1001,450
07/06/2023,Wednesday,1002, -   
07/06/2023,Wednesday,1003,475
07/06/2023,Wednesday,1006,560
07/06/2023,Wednesday,1010,380
07/06/2023,Wednesday,1009,290
08/06/2023,Thursday,1001,470
08/06/2023,Thursday,1002,120
08/06/2023,Thursday,1003,455
08/06/2023,Thursday,1012,530
08/06/2023,Thursday,1010,510
08/06/2023,Thursday,1009,405
08/06/2023,Thursday,1011,555
09/06/2023,Friday,1001,555
09/06/2023,Friday,1002,475
09/06/2023,Friday,1003,520
09/06/2023,Friday,1012,380
09/06/2023,Friday,1011,640
09/06/2023,Friday,1009,530
09/06/2023,Friday,1010,440
09/06/2023,Friday,1013,430
10/06/2023,Saturday,1001,290
10/06/2023,Saturday,1002,410
10/06/2023,Saturday,1003,335
10/06/2023,Saturday,1012,465
10/06/2023,Saturday,1011,190
10/06/2023,Saturday,1009,285
10/06/2023,Saturday,1010,285
10/06/2023,Saturday,1013,355
11/06/2023,Sunday,1001,450
11/06/2023,Sunday,1002,280
11/06/2023,Sunday,1003,250
11/06/2023,Sunday,1012,520
11/06/2023,Sunday,1011,370
11/06/2023,Sunday,1013,370
11/06/2023,Sunday,1014,340
12/06/2023,Monday,1001,695
12/06/2023,Monday,1003,535
12/06/2023,Monday,1012,910
12/06/2023,Monday,1013,740
12/06/2023,Monday,1014,675
12/06/2023,Monday,1015,745
13/06/2023,Tuesday,1001,595
13/06/2023,Tuesday,1003,550
13/06/2023,Tuesday,1006,440
13/06/2023,Tuesday,1002,425
13/06/2023,Tuesday,1010,225
13/06/2023,Tuesday,1009,140
14/06/2023,Wednesday,1001,315
14/06/2023,Wednesday,1003,410
14/06/2023,Wednesday,1006,365
14/06/2023,Wednesday,1002,420
14/06/2023,Wednesday,1010,430
14/06/2023,Wednesday,1009,140
15/06/2023,Thursday,1001,830
15/06/2023,Thursday,1003, -   
15/06/2023,Thursday,1006,740
15/06/2023,Thursday,1002,660
15/06/2023,Thursday,1010,465
15/06/2023,Thursday,1009,510
16/06/2023,Friday,1001,265
16/06/2023,Friday,1003, -   
16/06/2023,Friday,1006,350
16/06/2023,Friday,1002, -   
16/06/2023,Friday,1010,260
16/06/2023,Friday,1009,120
17/06/2023,Saturday,1001,250
17/06/2023,Saturday,1003, -   
17/06/2023,Saturday,1006,220
17/06/2023,Saturday,1002,90
17/06/2023,Saturday,1010,370
17/06/2023,Saturday,1009,335
18/06/2023,Sunday,1001,330
18/06/2023,Sunday,1003,220
18/06/2023,Sunday,1006, -   
18/06/2023,Sunday,1002,130
18/06/2023,Sunday,1010,230
18/06/2023,Sunday,1009,200
19/06/2023,Monday,1001,355
19/06/2023,Monday,1003,350
19/06/2023,Monday,1006,615
19/06/2023,Monday,1002,470
19/06/2023,Monday,1010, -   
19/06/2023,Monday,1009,300
20/06/2023,Tuesday,1001,100
20/06/2023,Tuesday,1003,200
20/06/2023,Tuesday,1006,255
20/06/2023,Tuesday,1002,380
20/06/2023,Tuesday,1010,120
20/06/2023,Tuesday,1009,255
21/06/2023,Wednesday,1001, -   
21/06/2023,Wednesday,1003,200
21/06/2023,Wednesday,1006,250
21/06/2023,Wednesday,1002,140
21/06/2023,Wednesday,1010,115
21/06/2023,Wednesday,1009,100
22/06/2023,Thursday,1001,230
22/06/2023,Thursday,1003,300
22/06/2023,Thursday,1006,250
22/06/2023,Thursday,1002, -   
22/06/2023,Thursday,1010,100
22/06/2023,Thursday,1009,140
23/06/2023,Friday,1001,325
23/06/2023,Friday,1003, -   
23/06/2023,Friday,1006,300
23/06/2023,Friday,1002,455
23/06/2023,Friday,1010,340
23/06/2023,Friday,1009,465
24/06/2023,Saturday,1001,505
24/06/2023,Saturday,1003,315
24/06/2023,Saturday,1006, -   
24/06/2023,Saturday,1002,640
24/06/2023,Saturday,1010,100
24/06/2023,Saturday,1009,255
25/06/2023,Sunday,1001,475
25/06/2023,Sunday,1003,300
25/06/2023,Sunday,1006,325
25/06/2023,Sunday,1002,505
25/06/2023,Sunday,1010,290
25/06/2023,Sunday,1009,230
26/06/2023,Monday,1001,475
26/06/2023,Monday,1003,820
26/06/2023,Monday,1006,515
26/06/2023,Monday,1002,565
26/06/2023,Monday,1010,380
26/06/2023,Monday,1009,610
27/06/2023,Tuesday,1001,720
27/06/2023,Tuesday,1003,885
27/06/2023,Tuesday,1006,650
27/06/2023,Tuesday,1002,500
27/06/2023,Tuesday,1010,510
27/06/2023,Tuesday,1009,775
28/06/2023,Wednesday,1001,680
28/06/2023,Wednesday,1003,705
28/06/2023,Wednesday,1006,470
28/06/2023,Wednesday,1002,585
28/06/2023,Wednesday,1010,460
28/06/2023,Wednesday,1009,600
29/06/2023,Thursday,1001,475
29/06/2023,Thursday,1003,420
29/06/2023,Thursday,1006,620
29/06/2023,Thursday,1002, -   
29/06/2023,Thursday,1010,245
29/06/2023,Thursday,1009,480
30/06/2023,Friday,1001,315
30/06/2023,Friday,1003, -   
30/06/2023,Friday,1006,330
30/06/2023,Friday,1002,430
30/06/2023,Friday,1010,415
30/06/2023,Friday,1009,255
01/07/2023,Saturday,1001,530
01/07/2023,Saturday,1003,620
01/07/2023,Saturday,1015,770
01/07/2023,Saturday,1013,910
01/07/2023,Saturday,1014,825
04/07/2023,Tuesday,1001,760
04/07/2023,Tuesday,1002,350
04/07/2023,Tuesday,1003,315
05/07/2023,Wednesday,1001,530
05/07/2023,Wednesday,1002,330
05/07/2023,Wednesday,1003,505
05/07/2023,Wednesday,1006, -   
06/07/2023,Thursday,1001,"1,030.00"
06/07/2023,Thursday,1003,820
06/07/2023,Thursday,1006, -   
06/07/2023,Thursday,1002, -   
06/07/2023,Thursday,1010,870
07/07/2023,Friday,1001,700
07/07/2023,Friday,1002,540
07/07/2023,Friday,1003, -   
07/07/2023,Friday,1006,645
07/07/2023,Friday,1010,695
07/07/2023,Friday,1009,575
08/07/2023,Saturday,1001,640
08/07/2023,Saturday,1002,455
08/07/2023,Saturday,1003,330
08/07/2023,Saturday,1012,410
08/07/2023,Saturday,1010,475
08/07/2023,Saturday,1009,565
08/07/2023,Saturday,1011,420
09/07/2023,Sunday,1001,430
09/07/2023,Sunday,1002, -   
09/07/2023,Sunday,1003,340
09/07/2023,Sunday,1012,375
09/07/2023,Sunday,1011,460
09/07/2023,Sunday,1009,280
09/07/2023,Sunday,1010,315
09/07/2023,Sunday,1013,240
10/07/2023,Monday,1001,450
10/07/2023,Monday,1002,430
10/07/2023,Monday,1003,380
10/07/2023,Monday,1012,565
10/07/2023,Monday,1011,420
10/07/2023,Monday,1009,450
10/07/2023,Monday,1010,455
10/07/2023,Monday,1013,555
11/07/2023,Tuesday,1001,100
11/07/2023,Tuesday,1002,490
11/07/2023,Tuesday,1003,420
11/07/2023,Tuesday,1012,360
11/07/2023,Tuesday,1011,350
11/07/2023,Tuesday,1013,410
11/07/2023,Tuesday,1014,340
12/07/2023,Wednesday,1001,570
12/07/2023,Wednesday,1003,570
12/07/2023,Wednesday,1012,485
12/07/2023,Wednesday,1013,370
12/07/2023,Wednesday,1014,440
12/07/2023,Wednesday,1015, -   
13/07/2023,Thursday,1001,440
13/07/2023,Thursday,1002, -   
13/07/2023,Thursday,1003,395
13/07/2023,Thursday,1006,415
13/07/2023,Thursday,1010,560
13/07/2023,Thursday,1009,405
13/07/2023,Thursday,1011,240
13/07/2023,Thursday,1012,500
14/07/2023,Friday,1001,345
14/07/2023,Friday,1002,320
14/07/2023,Friday,1003, -   
14/07/2023,Friday,1006,430
14/07/2023,Friday,1010,450
14/07/2023,Friday,1009,355
14/07/2023,Friday,1011,675
14/07/2023,Friday,1012,585
15/07/2023,Saturday,1001,370
15/07/2023,Saturday,1002,330
15/07/2023,Saturday,1003,350
15/07/2023,Saturday,1006, -   
15/07/2023,Saturday,1010,450
15/07/2023,Saturday,1009,500
15/07/2023,Saturday,1011,370
15/07/2023,Saturday,1012,470
16/07/2023,Sunday,1001,410
16/07/2023,Sunday,1002,330
16/07/2023,Sunday,1003,380
16/07/2023,Sunday,1006,265
16/07/2023,Sunday,1010, -   
16/07/2023,Sunday,1009, -   
16/07/2023,Sunday,1011,300
16/07/2023,Sunday,1012,250
17/07/2023,Monday,1001,425
17/07/2023,Monday,1002,405
17/07/2023,Monday,1003,430
17/07/2023,Monday,1006,490
17/07/2023,Monday,1010,285
17/07/2023,Monday,1009,245
17/07/2023,Monday,1011,385
17/07/2023,Monday,1012,360
18/07/2023,Tuesday,1001, -   
18/07/2023,Tuesday,1002,240
18/07/2023,Tuesday,1003,120
18/07/2023,Tuesday,1006,80
18/07/2023,Tuesday,1010, -   
18/07/2023,Tuesday,1009, -   
18/07/2023,Tuesday,1011,150
18/07/2023,Tuesday,1012,150
19/07/2023,Wednesday,1001,450
19/07/2023,Wednesday,1002,630
19/07/2023,Wednesday,1003,370
19/07/2023,Wednesday,1006,450
19/07/2023,Wednesday,1010, -   
19/07/2023,Wednesday,1009, -   
19/07/2023,Wednesday,1011,515
19/07/2023,Wednesday,1012,505
20/07/2023,Thursday,1001,245
20/07/2023,Thursday,1002, -   
20/07/2023,Thursday,1003,225
20/07/2023,Thursday,1006,425
